3466 18494 0 25
3465 3204 0 0
3466 28137 0 10
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 2018 0 5
3466 9431 0 5
3465 0 0 0
3466 28101 0 20
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 1944 0 5
3466 8194 0 10
3465 0 0 0
3466 22685 0 10
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 1942 0 5
3466 0 0 0
3465 0 0 0
3466 7704 0 15
3465 0 0 0
3466 17785 0 15
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 1951 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 3698 0 5
3465 0 0 0
3466 17596 0 25
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
3465 0 0 0
3466 0 0 0
